study_words,test_words,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,text.started,slider.started,slider.response,slider.rt,text_2.started,textbox.started,text_3.started,mouse.started,textbox.text,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,
wheelchair,,0,11,11,31,,,,,25.77910050000355,25.77910050000355,4.018518518518519,0.423452000002726,,,,,,,,,,,,,102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
chocolate,,0,12,12,6,,,,,26.216333000003942,26.216333000003942,4.018518518518519,0.4412104000002728,,,,,,,,,,,,,102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
hamper,,0,13,13,46,,,,,26.670077300004777,26.670077300004777,4.018518518518519,0.41401879999466473,,,,,,,,,,,,,102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
wire,,0,14,14,45,,,,,27.096292500005802,27.096292500005802,4.018518518518519,0.44728260000556475,,,,,,,,,,,,,102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
window,,0,15,15,34,,,,,27.555935399999726,27.555935399999726,4.018518518518519,0.34394199999951525,,,,,,,,,,,,,102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
letter,,0,16,16,27,,,,,27.91353220000019,27.91353220000019,4.018518518518519,0.2455614999998943,,,,,,,,,,,,,102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
shade,,0,17,17,21,,,,,28.17132270000002,28.17132270000002,4.018518518518519,0.23944420000043465,,,,,,,,,,,,,102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
paint,,0,18,18,14,,,,,28.423774000002595,28.423774000002595,4.018518518518519,0.13535370000317926,,,,,,,,,,,,,102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
university,,0,19,19,15,,,,,28.574770100000023,28.574770100000023,4.018518518518519,0.15412729999661678,,,,,,,,,,,,,102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
book,,0,20,20,2,,,,,28.74136980000185,28.74136980000185,4.018518518518519,0.1468442999976105,,,,,,,,,,,,,102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
conspicuous,,0,21,21,40,,,,,28.902365000001737,28.902365000001737,4.018518518518519,0.15742989999853307,,,,,,,,,,,,,102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
leaf,,0,22,22,48,,,,,29.0722492000059,29.0722492000059,4.018518518518519,0.14488840000558412,,,,,,,,,,,,,102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
library,,0,23,23,19,,,,,29.231051700000535,29.231051700000535,4.018518518518519,0.15582150000409456,,,,,,,,,,,,,102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
security,,0,24,24,28,,,,,29.399548300003516,29.399548300003516,4.018518518518519,0.3485856999977841,,,,,,,,,,,,,102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
vase,,0,25,25,0,,,,,29.760585300005914,29.760585300005914,4.018518518518519,0.17466499999864027,,,,,,,,,,,,,102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
scissor,,0,26,26,38,,,,,29.94777270000486,29.94777270000486,4.018518518518519,0.1821118000007118,,,,,,,,,,,,,102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
page,,0,27,27,26,,,,,30.141706300004444,30.141706300004444,4.018518518518519,0.18295420000504237,,,,,,,,,,,,,102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
mitosis,,0,28,28,18,,,,,30.34009280000464,30.34009280000464,4.018518518518519,0.1877803000024869,,,,,,,,,,,,,102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
actor,,0,29,29,9,,,,,30.53817759999947,30.53817759999947,4.018518518518519,0.2045542000050773,,,,,,,,,,,,,102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
thunder,,0,30,30,25,,,,,30.755721699999413,30.755721699999413,4.018518518518519,0.18548680000094464,,,,,,,,,,,,,102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
walk,,0,31,31,16,,,,,30.9545511000033,30.9545511000033,4.018518518518519,0.23411009999836097,,,,,,,,,,,,,102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
help,,0,32,32,35,,,,,31.201049700001022,31.201049700001022,4.018518518518519,0.24921940000058385,,,,,,,,,,,,,102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
linguini ,,0,33,33,24,,,,,31.46308190000127,31.46308190000127,4.018518518518519,0.21683679999841843,,,,,,,,,,,,,102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
pivot,,0,34,34,37,,,,,31.691713100000925,31.691713100000925,4.018518518518519,0.21616219999850728,,,,,,,,,,,,,102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
nose,,0,35,35,49,,,,,31.92217630000232,31.92217630000232,4.018518518518519,0.2091260000015609,,,,,,,,,,,,,102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
electricity,,0,36,36,23,,,,,32.14315050000005,32.14315050000005,4.018518518518519,0.20741939999425085,,,,,,,,,,,,,102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
blade,,0,37,37,22,,,,,32.363234600001306,32.363234600001306,4.018518518518519,0.19494660000054864,,,,,,,,,,,,,102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
view,,0,38,38,36,,,,,32.570940300000075,32.570940300000075,4.018518518518519,0.20248800000263145,,,,,,,,,,,,,102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
amnesia,,0,39,39,47,,,,,32.78749640000024,32.78749640000024,4.018518518518519,0.19401890000153799,,,,,,,,,,,,,102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
purse,,0,40,40,17,,,,,32.99448929999926,32.99448929999926,4.018518518518519,0.20543500000349013,,,,,,,,,,,,,102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
convalescent ,,0,41,41,29,,,,,33.21288420000201,33.21288420000201,4.018518518518519,0.19277730000612792,,,,,,,,,,,,,102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
cushion,,0,42,42,3,,,,,33.417763000004925,33.417763000004925,4.018518518518519,0.20851679999759654,,,,,,,,,,,,,102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
bakery ,,0,43,43,13,,,,,33.64359870000044,33.64359870000044,4.018518518518519,0.20790280000073835,,,,,,,,,,,,,102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
sunlight,,0,44,44,43,,,,,33.86278740000125,33.86278740000125,4.018518518518519,0.2184821999981068,,,,,,,,,,,,,102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
tiger,,0,45,45,1,,,,,34.09227010000177,34.09227010000177,4.018518518518519,0.19381260000227485,,,,,,,,,,,,,102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
panini ,,0,46,46,42,,,,,34.30021420000412,34.30021420000412,4.018518518518519,0.19012759999895934,,,,,,,,,,,,,102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
crescent,,0,47,47,20,,,,,34.502227000004495,34.502227000004495,4.018518518518519,0.19406270000035875,,,,,,,,,,,,,102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
survival,,0,48,48,44,,,,,34.7097980000035,34.7097980000035,4.018518518518519,0.20251130000542616,,,,,,,,,,,,,102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
file,,0,49,49,39,,,,,34.924919500001124,34.924919500001124,4.018518518518519,0.1859681999994791,,,,,,,,,,,,,102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
,f_l_,,,,,0,0,0,44,,,,,35.13858420000179,35.13858420000179,35.13858420000179,0.015040400001453236,"file
","[0.25462962962962965, 0.10092592592592593]","[-0.3101851851851852, -0.28425925925925927]","[1, 1]","[0, 0]","[0, 0]","[0.09697749999759253, 4.051088399995933]",['text_3'],102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
,w_ _ k,,,,,0,1,1,21,,,,,39.1862140000012,39.1862140000012,39.1862140000012,0.002278299994941335,week,[0.10555555555555556],[-0.29814814814814816],[1],[0],[0],[2.2994361000019126],['text_3'],102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
,s_rv_v_l,,,,,0,2,2,49,,,,,41.489062400003604,41.489062400003604,41.489062400003604,0.0024465999958920293,survival,[0.10555555555555556],[-0.29814814814814816],[1],[0],[0],[3.1042009000011603],['text_3'],102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
,r_s_,,,,,0,3,3,60,,,,,44.59612320000451,44.59612320000451,44.59612320000451,0.0023723000049358234,rose,[0.10555555555555556],[-0.29814814814814816],[1],[0],[0],[1.8699871999997413],['text_3'],102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
,c_e_c_nt,,,,,0,4,4,25,,,,,46.46963460000552,46.46963460000552,46.46963460000552,0.0023623999950359575,crescent,[0.10555555555555556],[-0.29814814814814816],[1],[0],[0],[4.297857500001555],['text_3'],102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
,s_oes,,,,,0,5,5,56,,,,,50.77225460000045,50.77225460000045,50.77225460000045,0.002730200001678895,shoes,[0.10555555555555556],[-0.29814814814814816],[1],[0],[0],[3.5824060999948415],['text_3'],102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
,b_t_l_,,,,,0,6,6,10,,,,,54.3571929000027,54.3571929000027,54.3571929000027,0.002674699993804097,bottle,[0.10555555555555556],[-0.29814814814814816],[1],[0],[0],[2.445140800002264],['text_3'],102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
,s_v_n,,,,,0,7,7,94,,,,,56.80590360000497,56.80590360000497,56.80590360000497,0.002316199999768287,seven,[0.10555555555555556],[-0.29814814814814816],[1],[0],[0],[2.2584475000039674],['text_3'],102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
,_es_t_p,,,,,0,8,8,16,,,,,59.06752380000398,59.06752380000398,59.06752380000398,0.0023485000056098215,desktop,[0.10555555555555556],[-0.29814814814814816],[1],[0],[0],[3.895319600000221],['text_3'],102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
,p_n_appl_,,,,,0,9,9,55,,,,,62.967578499999945,62.967578499999945,62.967578499999945,0.0028913999994983897,pineapple,[0.10555555555555556],[-0.29814814814814816],[1],[0],[0],[2.694382999994559],['text_3'],102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
,Ch_ _r,,,,,0,10,10,97,,,,,65.66483750000043,65.66483750000043,65.66483750000043,0.002449699997669086,chair,[0.10555555555555556],[-0.29814814814814816],[1],[0],[0],[4.2558635999957914],['text_3'],102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
,pr_nt,,,,,0,11,11,61,,,,,69.9234448999996,69.9234448999996,69.9234448999996,0.0023998000033316202,print,[0.10555555555555556],[-0.29814814814814816],[1],[0],[0],[2.3761974000008195],['text_3'],102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
,m_t_s_s,,,,,0,12,12,23,,,,,72.30312799999956,72.30312799999956,72.30312799999956,0.0023490000021411106,mitosis,[0.10555555555555556],[-0.29814814814814816],[1],[0],[0],[3.37524389999453],['text_3'],102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
,n_s_,,,,,0,13,13,72,,,,,75.68194270000095,75.68194270000095,75.68194270000095,0.0021096999989822507,nose,[0.10555555555555556],[-0.29814814814814816],[1],[0],[0],[1.8353362000052584],['text_3'],102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
,a_n_s__,,,,,0,14,14,52,,,,,77.52022000000579,77.52022000000579,77.52022000000579,0.002293700003065169,amnesia,[0.10555555555555556],[-0.29814814814814816],[1],[0],[0],[3.577112999999372],['text_3'],102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
,d_nut,,,,,0,15,15,85,,,,,81.10076910000498,81.10076910000498,81.10076910000498,0.0021854000005987473,donut,[0.10555555555555556],[-0.29814814814814816],[1],[0],[0],[2.209098899998935],['text_3'],102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
,sw_p_,,,,,0,16,16,73,,,,,83.31288800000038,83.31288800000038,83.31288800000038,0.002322000000276603,swipe,[0.10555555555555556],[-0.29814814814814816],[1],[0],[0],[2.064254600001732],['text_3'],102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
,bl_d_,,,,,0,17,17,27,,,,,85.38172650000342,85.38172650000342,85.38172650000342,0.0025443000049563125,blade,[0.10555555555555556],[-0.29814814814814816],[1],[0],[0],[3.998910700000124],['text_3'],102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
,w_ _e,,,,,0,18,18,50,,,,,89.3833425000048,89.3833425000048,89.3833425000048,0.0027364000052330084,wire,[0.10555555555555556],[-0.29814814814814816],[1],[0],[0],[3.1804300000003423],['text_3'],102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
,w_nd_w,,,,,0,19,19,39,,,,,92.5670384000041,92.5670384000041,92.5670384000041,0.002264199996716343,window,[0.10555555555555556],[-0.29814814814814816],[1],[0],[0],[3.2642534999977215],['text_3'],102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
,Pa_ _n_,,,,,0,20,20,47,,,,,95.8378251000031,95.8378251000031,95.8378251000031,0.005923500000790227,panini,[0.10555555555555556],[-0.29814814814814816],[1],[0],[0],[4.440520799995284],['text_3'],102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
,p_ _e,,,,,0,21,21,31,,,,,100.28229110000393,100.28229110000393,100.28229110000393,0.0024974999978439882,page,[0.10555555555555556],[-0.29814814814814816],[1],[0],[0],[3.8114137000011397],['text_3'],102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
,_ar_h_n_s,,,,,0,22,22,58,,,,,104.09735000000364,104.09735000000364,104.09735000000364,0.0025454999995417893,,[0.10555555555555556],[-0.29814814814814816],[1],[0],[0],[7.773107700006221],['text_3'],102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
,__nv_lesc_nt ,,,,,0,23,23,34,,,,,111.87393140000495,111.87393140000495,111.87393140000495,0.002679199998965487,convelescent,[],[],[],[],[],[],[],102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
,f_rst,,,,,0,24,24,69,,,,,121.87625240000489,121.87625240000489,121.87625240000489,0.005094699998153374,first,[0.10555555555555556],[-0.29814814814814816],[1],[0],[0],[2.0785637000008137],['text_3'],102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
,ap_l_cat__n,,,,,0,25,25,91,,,,,123.95946710000135,123.95946710000135,123.95946710000135,0.002531700003601145,application,[0.10555555555555556],[-0.29814814814814816],[1],[0],[0],[4.755336599999282],['text_3'],102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
,c_sh_ on,,,,,0,26,26,2,,,,,128.71720780000032,128.71720780000032,128.71720780000032,0.002643699997861404,cushion,[0.10555555555555556],[-0.29814814814814816],[1],[0],[0],[2.410515600000508],['text_3'],102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
,p_c_,,,,,0,27,27,8,,,,,131.13206560000253,131.13206560000253,131.13206560000253,0.0025613999969209544,pace,[0.10555555555555556],[-0.29814814814814816],[1],[0],[0],[4.84540030000062],['text_3'],102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
,_e_p,,,,,0,28,28,40,,,,,135.97995800000353,135.97995800000353,135.97995800000353,0.0022400000016205013,,[0.10555555555555556],[-0.3],[1],[0],[0],[2.1961025000055088],['text_3'],102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
,l_m_,,,,,0,29,29,86,,,,,138.17927600000257,138.17927600000257,138.17927600000257,0.0019479999973555095,lamp,[0.10555555555555556],[-0.3],[1],[0],[0],[3.2019542999987607],['text_3'],102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
,dr_u_h_,,,,,0,30,30,12,,,,,141.38536840000597,141.38536840000597,141.38536840000597,0.0023715000061201863,drought,[0.10555555555555556],[-0.3],[1],[0],[0],[7.350037299998803],['text_3'],102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
,ch_c_la_e,,,,,0,31,31,11,,,,,148.73823540000012,148.73823540000012,148.73823540000012,0.0025107000037678517,chocolate,[0.10555555555555556],[-0.3],[1],[0],[0],[3.166698000000906],['text_3'],102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
,st_l_,,,,,0,32,32,46,,,,,151.90849980000348,151.90849980000348,151.90849980000348,0.002205800003139302,stale,[0.10555555555555556],[-0.3],[1],[0],[0],[4.1385407999987365],['text_3'],102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
,F_ _ma_,,,,,0,33,33,37,,,,,156.05268179999985,156.05268179999985,156.05268179999985,0.004423300000780728,,[0.10555555555555556],[-0.3],[1],[0],[0],[9.19310889999906],['text_3'],102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
,s_nl_g_t,,,,,0,34,34,48,,,,,165.24899360000563,165.24899360000563,165.24899360000563,0.0025313000005553477,sunlight,[0.10648148148148148],[-0.3],[1],[0],[0],[2.842182899999898],['text_3'],102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
,c_n_p_cu_us,,,,,0,35,35,45,,,,,168.09629639999912,168.09629639999912,168.09629639999912,0.003675299994938541,conspicuous,[0.10648148148148148],[-0.3],[1],[0],[0],[7.867936299997382],['text_3'],102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
,r_ng,,,,,0,36,36,63,,,,,175.96710069999972,175.96710069999972,175.96710069999972,0.0024664999946253374,ring,[0.10648148148148148],[-0.3],[1],[0],[0],[1.9526213999997708],['text_3'],102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
,s_n_e_s,,,,,0,37,37,15,,,,,177.9232067000048,177.9232067000048,177.9232067000048,0.0024677000037627295,,[0.09351851851851851],[-0.2490740740740741],[1],[0],[0],[9.23688480000419],[],102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
,l_ly,,,,,0,38,38,70,,,,,187.92472620000626,187.92472620000626,187.92472620000626,0.004460700001800433,,[0.075],[-0.28888888888888886],[1],[0],[0],[0.018916799999715295],['text_3'],102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
,_r_wn,,,,,0,39,39,95,,,,,187.94719009999972,187.94719009999972,187.94719009999972,0.002264000002469402,brown,[0.075],[-0.28703703703703703],[1],[0],[0],[2.507846400003473],['text_3'],102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
,p_n_appl_,,,,,0,40,40,65,,,,,190.45954110000457,190.45954110000457,190.45954110000457,0.00261540000064997,pineapple,[0.075],[-0.28703703703703703],[1],[0],[0],[2.646441800003231],['text_3'],102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
,p_v_t,,,,,0,41,41,42,,,,,193.10990719999972,193.10990719999972,193.10990719999972,0.0024627999955555424,pivot,[0.075],[-0.28703703703703703],[1],[0],[0],[2.5284718999973848],['text_3'],102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
,cr_w,,,,,0,42,42,81,,,,,195.64109710000048,195.64109710000048,195.64109710000048,0.0021797000008518808,crow,[0.075],[-0.28703703703703703],[1],[0],[0],[2.841036300000269],['text_3'],102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
,cha_n,,,,,0,43,43,71,,,,,198.48648560000584,198.48648560000584,198.48648560000584,0.00250909999886062,chain,[0.075],[-0.28703703703703703],[1],[0],[0],[2.1744780000008177],['text_3'],102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
,p_g__n,,,,,0,44,44,82,,,,,200.66584460000013,200.66584460000013,200.66584460000013,0.0030138000001898035,pigeon,[0.08148148148148149],[-0.2962962962962963],[1],[0],[0],[3.8043689999976777],['text_3'],102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
,S_ _g,,,,,0,45,45,35,,,,,204.47310819999984,204.47310819999984,204.47310819999984,0.0027256999965175055,song,[0.08148148148148149],[-0.2962962962962963],[1],[0],[0],[5.9482772999981535],['text_3'],102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
,c_mp_a_nt,,,,,0,46,46,84,,,,,210.42489380000188,210.42489380000188,210.42489380000188,0.0026898000069195405,complaint,[0.08148148148148149],[-0.2962962962962963],[1],[0],[0],[5.816816499995184],['text_3'],102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
,Gr_ _k,,,,,0,47,47,89,,,,,216.25176370000554,216.25176370000554,216.25176370000554,0.00672169999597827,greek,[0.08148148148148149],[-0.2962962962962963],[1],[0],[0],[2.274099100002786],['text_3'],102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
,ba_er_,,,,,0,48,48,18,,,,,218.5292030000055,218.5292030000055,218.5292030000055,0.0026115000000572763,bakery,[0.08148148148148149],[-0.2962962962962963],[1],[0],[0],[3.0080270000034943],['text_3'],102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
,l__ra_y,,,,,0,49,49,24,,,,,221.53946440000436,221.53946440000436,221.53946440000436,0.002365300002566073,,[],[],[],[],[],[],[],102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
,_a_nt,,,,,0,50,50,19,,,,,231.54054430000542,231.54054430000542,231.54054430000542,0.004058900005475152,paint,[0.08148148148148149],[-0.2962962962962963],[1],[0],[0],[5.1445977999974275],['text_3'],102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
,la_g_ag_,,,,,0,51,51,62,,,,,236.68804660000023,236.68804660000023,236.68804660000023,0.0024011999994399957,language,[0.08148148148148149],[-0.2962962962962963],[1],[0],[0],[2.598445999996329],['text_3'],102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
,s_c_r_ _y,,,,,0,52,52,33,,,,,239.2909307000009,239.2909307000009,239.2909307000009,0.002864399997633882,,[0.10092592592592593],[-0.3472222222222222],[1],[0],[0],[9.839933600000222],[],102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
,b_ar_,,,,,0,53,53,96,,,,,249.29495840000163,249.29495840000163,249.29495840000163,0.005266100000881124,,[-0.017592592592592594],[-0.2962962962962963],[1],[0],[0],[7.0037467000001925],['text_3'],102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
,wh_t_,,,,,0,54,54,57,,,,,256.30041030000575,256.30041030000575,256.30041030000575,0.0024395000000367872,white,"[-0.003703703703703704, -0.008333333333333333]","[0.008333333333333333, -0.3037037037037037]","[1, 1]","[0, 0]","[0, 0]","[0.8360395999989123, 3.492906100000255]",['text_3'],102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
,s_ad_w,,,,,0,55,55,75,,,,,259.7967165000009,259.7967165000009,259.7967165000009,0.002238599998236168,shadow,[-0.008333333333333333],[-0.3037037037037037],[1],[0],[0],[3.9299983000018983],['text_3'],102,001,2023-10-05_14h57.58.584,word priming experiment,2023.1.3,144.16409334012093,
